Machine,Date,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd
M066_A1,2015/5/20,,,,,,,,,,,,,,,,,,,2122,36.11174671,540.1011728,,,,3,22348.67766,8761.298796,1,,,1,,,,,,,,,,,,16,2979.850241,8223.404094,9,6018.598259,9656.199352,,,,867,83.75540379,1346.023133,,,,,,,2,13148.93871,0,,,,,,,,,,,,,,,,,,
M066_A1,2015/5/21,,,,1,,,,,,,,,,,,,,,3979,19.20869228,311.9670019,,,,3,29378.58534,8794.391258,3,17081.06745,16837.68106,,,,2,27200.89977,0,,,,,,,15,4196.96923,10804.21496,25,2863.714203,5191.684167,14,588.9300812,1774.165715,3273,26.35175799,60.82334018,,,,,,,9,8591.142605,10182.77331,,,,,,,,,,,,,,,,,,
M066_A1,2015/5/22,,,,,,,,,,,,,,,,,,,2332,29.4526316,359.7021301,,,,10,6872.188831,9947.189979,8,5536.474096,6440.379752,1,,,,,,,,,,,,56,1124.547178,4534.831758,54,1253.432716,3171.088805,,,,1795,47.89821075,223.0764718,,,,,,,8,9490.276108,8894.649441,,,,,,,,,,,,,,,,,,
M066_A1,2015/5/23,,,,,,,,,,,,,,,,,,,2912,27.6749219,424.8879109,,,,3,22416.09465,20370.56321,4,328.1744423,175.7634468,,,,,,,,,,,,,28,1673.39996,4090.687677,40,2001.976073,5849.414848,,,,1782,46.78896543,580.0093691,,,,,,,1,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/5/24,,,,,,,,,,,,,,,,,,,1813,45.56014397,436.5062921,,,,4,13217.04045,9739.895132,9,7684.489505,8627.177966,,,,,,,,,,,,,25,2362.074893,5640.112518,85,883.4489534,2061.006049,,,,1243,66.84499664,281.7294701,,,,,,,7,5328.178349,5088.448209,,,,,,,,,,,,,,,,,,
M066_A1,2015/5/25,,,,,,,,,,,,,,,,1,,,2519,32.14145068,363.970754,,,,6,11137.93543,14156.81436,24,2313.785631,5000.699522,,,,2,8.830428,0,,,,,,,38,1505.137132,4739.635149,123,581.9811049,1701.42073,,,,681,123.4676704,873.9276264,,,,,,,10,6551.409896,4598.378462,,,,,,,,,,,,,,,,,,
M066_A1,2015/5/26,,,,3,6396.011831,6353.725844,,,,,,,,,,,,,2660,31.65950106,228.0311705,,,,6,16141.59068,14905.59854,39,1887.993734,4586.797121,,,,,,,,,,7,4123.924897,2200.706495,22,3843.254746,9172.965959,166,522.5777525,2056.790839,,,,1298,39.33986591,465.9713369,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/5/27,17,3221.41952,10070.40386,,,,,,,,,,,,,1,,,2678,31.30862483,214.6754327,,,,9,8750.563027,11765.21882,47,1782.618514,3317.202773,1,,,,,,1,,,5,19974.41891,11410.4497,38,1944.476964,5530.382509,226,372.4976972,1000.700057,,,,92,814.1093566,3312.123868,,,,,,,,,,1,,,,,,,,,,,,,,,,,
M066_A1,2015/5/28,,,,,,,,,,,,,,,,,,,2219,37.86407193,321.3540685,,,,1,,,27,2673.824996,3252.314286,,,,,,,,,,,,,9,4284.484254,5035.65709,200,384.9999899,1220.382233,,,,4,6901.355444,5095.313247,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/5/29,,,,1,,,,,,,,,,,,,,,3510,22.50712148,214.9367951,,,,4,18051.07055,6157.007202,1,,,,,,,,,2,368.155128,0,5,14050.34206,11556.01089,19,3008.533711,7181.310124,18,4502.939866,4321.34351,,,,1758,43.0840701,454.6934604,,,,,,,9,6825.875077,5173.439779,,,,,,,,,,,,,,,,,,
M066_A1,2015/5/30,,,,,,,,,,,,,,,,,,,2478,31.29473969,183.2097312,,,,19,3068.725356,6453.201737,60,1264.42202,2513.798443,1,,,,,,2,20726.51602,0,6,3379.395987,3129.24916,52,1463.437755,3805.977089,338,222.2962405,508.6266392,1,,,30,2833.19445,8786.100866,,,,,,,5,15064.85933,13705.77151,,,,,,,,,,,,,,,,,,
M066_A1,2015/5/31,,,,,,,,,,,,,,,,,,,1283,65.12492665,1571.978302,,,,1,,,,,,,,,,,,,,,,,,5,0.09996675,0.001773912,4,14949.41544,20943.94988,,,,14,6185.560558,20373.88759,,,,,,,1,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/1,9,1031.603953,2539.526847,,,,,,,,,,,,,1,,,1810,45.07181727,450.6632988,,,,14,5651.664848,9224.897972,19,4033.558779,14256.23249,1,,,,,,,,,7,12675.02705,7253.193292,57,1390.430236,4998.218859,81,1009.185162,4115.615559,2,0.303133,0,18,1923.892456,4338.77008,,,,,,,2,340.576523,0,7,68.08893667,42.10002808,,,,,,,,,,,,,,,
M066_A1,2015/6/2,2,33.355157,0,6,53.6318378,91.03638577,,,,,,,,,,,,,4277,19.2110197,291.832125,,,,11,7790.661209,17619.43847,20,2852.084111,4197.055601,4,165.016685,85.81253855,7,188.5336953,111.3571805,,,,,,,39,2141.852952,7313.06891,150,575.8143832,1913.536823,66,158.7755028,1038.578023,1384,61.01989675,471.1754981,3,36.5021295,7.7175615,,,,5,20898.10162,21510.58936,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/3,,,,,,,,,,,,,,,,,,,3329,25.33269613,307.0484441,,,,14,5482.680559,10591.0275,25,3048.217072,9330.376468,,,,1,,,,,,,,,98,755.0846061,3657.040426,156,539.862177,1517.940216,,,,2977,26.49177348,160.5450413,,,,,,,21,4013.621656,4553.240024,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/4,6,8960.700769,15780.161,,,,,,,,,,,,,2,17136.30073,0,3429,24.54373825,260.628298,,,,24,2865.74534,6829.790884,16,3422.993817,4982.369382,,,,1,,,,,,,,,81,827.1748785,3137.652611,146,465.6470307,1139.701471,22,80.70187286,102.17501,131,387.7195768,1127.020363,,,,,,,11,5359.140685,4241.632194,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/5,6,14515.53591,26601.38245,,,,,,,,,,,,,4,15031.90584,7743.122239,1821,44.25090272,437.5353548,,,,9,9048.011626,11765.20555,27,2985.930716,9299.399671,,,,1,,,1,,,5,18883.85753,23711.54831,26,2987.878074,7859.738107,184,440.1093449,1805.109381,,,,226,237.4397894,1250.247917,12,1555.163166,3268.532381,,,,14,4524.74518,4525.555996,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/6,1,,,,,,,,,,,,,,,,,,3878,21.86430232,156.9726472,,,,5,7770.68552,9640.156367,29,2587.961154,3801.997751,1,,,,,,6,2743.59651,2217.050264,12,5055.202633,11718.71826,36,1658.06182,5147.866343,223,381.8373739,821.9080825,1,,,5,15170.27072,13723.14434,,,,,,,15,3360.453369,4973.467933,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/7,,,,1,,,,,,,,,,,,,,,1875,43.80300109,286.3655165,,,,11,4791.68702,4828.694835,3,21590.75732,148.775124,45,95.71237148,137.784635,1,,,,,,7,4870.840604,5469.024747,57,1265.772461,3065.08779,57,1465.076596,2619.374088,,,,2495,9.797092669,118.0700886,,,,,,,,,,1,,,,,,,,,,,,,,,,,
M066_A1,2015/6/8,2,18537.59913,0,,,,,,,,,,,,,1,,,7488,11.39664382,193.0729484,,,,15,3441.260373,5693.4368,11,6322.309958,8398.244961,,,,11,4239.418447,9936.029814,,,,,,,105,802.6516807,3341.7568,56,1499.216056,2923.749594,2,7706.674284,0,98,510.5480258,4197.447678,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/9,,,,,,,,,,,,,,,,1,,,1462,58.06485366,909.4740092,,,,9,1690.883788,2167.851211,2,9024.55824,0,1,,,5,17463.61741,17752.70908,,,,,,,81,865.4760245,5304.536944,16,5108.226889,9428.796453,1,,,335,208.5164444,2194.171768,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/10,,,,,,,,,,,,,,,,1,,,2935,27.21285822,569.9236623,,,,3,29600.83021,15741.66339,2,22267.42799,0,,,,,,,1,,,1,,,26,2926.056546,9360.600512,16,5242.533301,7255.623495,,,,6,15015.90194,10923.80915,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/11,1,,,,,,,,,,,,,,,1,,,1910,44.38631267,302.4864539,,,,5,10630.03375,6042.3131,4,1424.835001,301.8551307,,,,,,,1,,,23,2339.08069,3570.936036,15,3037.180777,5441.80463,92,780.9375187,1537.063434,,,,810,83.4164986,1026.07838,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/12,1,,,,,,,,,,,,,,,,,,2344,36.74366631,276.8744308,,,,3,12828.36841,12824.28096,14,6368.815441,13653.40298,,,,,,,2,33769.88822,0,9,6966.164189,12395.64824,15,3809.166826,8541.097365,98,853.7662852,3615.20944,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/13,,,,,,,,,,,,,,,,,,,2045,40.14411538,286.4914717,,,,10,5717.168829,9845.09637,16,4527.438958,7629.894721,,,,,,,9,8072.802782,16402.86235,3,22848.8105,22338.48658,34,1597.954248,5018.441875,124,667.1120148,1887.339073,2,0.308007,0,90,891.0397706,2577.351486,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/14,,,,1,,,,,,,,,,,,1,,,2390,35.31725931,363.7012933,,,,2,47516.0536,0,4,11725.28495,15019.97467,,,,1,,,,,,2,1992.463976,0,11,4887.740809,14215.09719,46,1636.187772,3589.150209,,,,173,481.9455466,1117.25106,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/15,2,753.379175,0,8,9.786789714,8.228787556,,,,,,,,,,,,,3629,23.65649937,227.3775384,,,,8,2314.534806,5589.991293,4,1559.350147,1809.416059,,,,,,,,,,,,,21,1716.991827,5129.510476,43,1862.795051,3765.644815,,,,110,748.2107766,1372.791589,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/16,2,32229.8511,0,,,,,,,,,,,,,,,,2750,29.94891346,254.3113344,,,,4,10687.54143,12112.86757,6,12520.05829,12508.17272,,,,,,,3,8384.225573,2851.659387,3,18350.17109,17865.42852,14,2466.386326,7357.518544,51,1368.341112,2398.287388,,,,1347,56.24763276,526.3259783,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/17,1,,,,,,,,,,,,,,,,,,1311,59.03301893,561.9110379,,,,5,11382.17034,12843.49633,3,856.466099,641.275555,,,,,,,1,,,2,25568.94079,0,17,2849.140728,8093.64854,28,1851.906858,6016.390001,,,,914,91.39867167,521.912947,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/18,1,,,,,,,,,,,,,,,4,16435.75763,14385.71492,1074,79.52742255,619.9919685,,,,2,41402.22596,0,2,879.406027,0,,,,,,,,,,,,,9,5175.327809,13692.33058,20,3034.205619,7680.380906,,,,609,136.087285,706.0607279,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/19,1,,,,,,,,,,,,,,,1,,,4061,21.00147869,310.4011643,,,,11,8107.552077,12791.13087,4,8558.448943,12096.70501,,,,,,,,,,1,,,57,1447.78424,5423.228418,24,3485.24468,7325.595515,,,,9148,7.823262812,113.8863779,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/20,,,,,,,,,,,,,,,,1,,,2393,35.91482647,339.1318183,,,,34,1033.055074,4662.317133,2,27091.97665,0,,,,,,,,,,,,,202,381.2693608,2029.144024,23,3395.432841,6250.070108,,,,558,108.7968985,1688.426984,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/21,1,,,2,3594.634525,0,,,,,,,,,,1,,,2922,29.06535909,348.2244312,,,,14,5544.313925,12007.18425,38,1885.526105,4406.565465,,,,1,,,,,,,,,61,1201.27304,4524.26971,234,345.671634,1213.270385,2,0.443652,0,64,1222.662665,3693.211442,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/22,1,,,,,,,,,,,,,,,,,,2188,39.2179709,677.9566835,,,,1,,,5,66.563137,85.48954136,,,,2,44100.94878,0,,,,,,,20,3813.262596,9034.438911,43,2040.700186,5470.213445,,,,1388,58.09468848,309.1956411,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/23,,,,,,,,,,,,,,,,1,,,1557,52.06182066,555.8086526,,,,2,38312.64635,0,1,,,,,,,,,,,,,,,12,7086.882894,14029.72263,12,7178.252614,10386.72462,,,,1531,56.14218013,196.5348458,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/24,2,41639.7106,0,,,,,,,,,,,,,,,,1150,73.62311748,872.4906861,,,,3,27767.00994,14083.4756,,,,,,,1,,,,,,,,,19,4570.620651,10491.31482,9,9799.378366,14853.13581,,,,1734,49.18309783,186.8017346,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/25,,,,,,,,,,,,,,,,,,,4103,20.90609853,236.5673734,,,,4,12442.97625,9640.570055,7,6621.0995,7116.784305,3,31.579818,14.598392,1,,,,,,,,,23,2747.420554,6389.257459,53,1165.973924,2797.67341,,,,3065,28.08503377,150.5371626,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/26,1,,,3,24065.98244,24056.64778,,,,,,,,,,,,,3291,26.06686954,259.7490274,,,,3,24077.42515,18775.85009,8,8330.341711,12165.11571,,,,,,,2,2814.455207,0,2,51963.68761,0,13,4012.937265,11793.20491,62,1250.889749,3895.635454,,,,1461,58.74003672,454.0907505,,,,,,,1,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/27,3,55.63564,17.252069,,,,,,,,,,,,,,,,48990,1.737051292,59.16863092,,,,3,28095.42225,17442.00398,2,60.791328,0,,,,2,2805.288814,0,,,,,,,13,5560.628836,12672.48154,27,2197.051189,5110.230049,,,,625,128.2631095,638.1112664,,,,,,,2,12399.6842,0,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/28,1,,,,,,,,,,,,,,,,,,6815,11.56870499,262.1625657,,,,1,,,3,59.1607155,52.6351325,,,,8,3357.413579,5926.738146,,,,,,,8,6985.292014,17106.72297,23,2234.192671,3639.362898,,,,1342,46.68197387,365.3706855,,,,,,,1,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/29,2,305.393028,0,1,,,,,,,,,,,,,,,1622,48.8443242,536.4163429,,,,2,42334.19004,0,3,7623.98084,5771.055639,,,,12,1015.063337,1125.508381,,,,,,,12,5166.37013,12158.08657,42,1450.821283,2699.223313,,,,1249,65.14205884,389.2903111,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/30,,,,,,,,,,,,,,,,,,,3272,25.60101471,388.4164269,,,,9,6001.73013,7165.985358,8,1055.912767,953.5662124,,,,7,10308.71033,21709.0215,,,,,,,39,1263.532585,3376.745987,64,1247.696781,4725.828513,,,,26008,2.880411975,106.9612164,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/1,1,,,,,,,,,,,,,,,1,,,1730,49.55695788,523.1313709,,,,2,20.636462,0,1,,,,,,1,,,3,594.719502,60.095084,1,,,14,4723.334853,11384.55894,15,5871.078808,12221.62806,,,,141,555.6916204,3115.853493,,,,,,,1,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/2,,,,11,113.2713681,231.0785484,,,,,,,,,,2,127.736997,0,2873,29.89692917,205.4886047,,,,5,10399.05225,8421.895555,5,14038.61886,14060.60603,,,,,,,8,2880.28186,1439.769427,,,,22,3417.005273,6248.02657,49,1466.277821,3514.893143,,,,2130,40.54721457,162.6993828,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/3,2,11.623093,0,88,429.9222435,751.3983664,,,,,,,,,,,,,3498,24.6924878,98.3524303,,,,3,12714.76061,4562.253798,2,32694.39051,0,,,,,,,,,,1,,,21,2384.4826,3417.330542,15,3729.045394,8415.593476,,,,1129,76.42523844,168.8154623,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/4,1,,,23,2451.900949,8565.076608,,,,,,,,,,1,,,2924,29.49380924,209.5500805,,,,4,23386.00379,12487.54585,8,1971.522305,3910.243902,,,,,,,,,,,,,21,3507.920434,9622.084293,28,1299.869582,4149.261424,,,,1014,85.19971557,153.2660187,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/5,,,,,,,,,,,,,,,,,,,6043,14.20116452,114.2021426,,,,6,8563.873988,13137.36717,6,4296.107119,5710.755152,,,,5,278.679374,376.1742628,,,,,,,28,1585.917482,6556.508265,48,1642.580525,4374.256818,,,,1627,52.93638153,255.6413297,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/6,1,,,1,,,,,,,,,,,,,,,3676,21.02613185,492.3808448,,,,3,28884.70672,16057.72324,3,3.6956485,1.5495625,,,,5,16524.06232,21077.06834,,,,,,,15,4465.133341,11725.86773,33,1397.799869,2879.024231,1,,,1716,48.72748882,277.48901,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/7,,,,,,,,,,,,,,,,,,,1407,37.04917678,459.8428376,2,83.616155,0,5,9638.643466,13529.37104,14,2766.181391,4392.000187,,,,,,,,,,,,,24,1684.017815,4306.67225,87,442.2211901,1227.883554,2,16575.98033,0,1004,54.32682868,372.6878408,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/8,,,,1,,,,,,,,,,,,,,,2797,29.20066301,498.4176678,,,,1,,,1,,,1,,,1,,,,,,,,,9,10186.36103,16184.3841,24,2315.335598,4221.839071,9,3179.75812,5017.681421,5659,15.19268926,106.1038308,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/9,,,,1,,,,,,,,,,,,2,8490.883054,0,920,85.73053436,1022.671266,,,,30,2649.965524,5693.727584,9,2501.67131,4425.113818,,,,,,,,,,,,,195,399.4508023,2317.994072,26,979.8461254,2162.703913,6,9666.504745,19134.99342,11022,7.251269805,154.9053832,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/10,,,,,,,,,,,,,,,,,,,3600,22.31884291,507.830874,,,,2,33739.81131,0,,,,,,,2,16800.20058,0,,,,,,,13,5593.799176,12501.52427,17,5020.344757,6961.566623,3,34881.03014,22043.38564,667,93.87851501,638.0060526,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/11,1,,,5,6255.867166,6414.271124,,,,,,,,,,1,,,2455,31.01022046,399.7566275,,,,7,12902.11144,14296.8482,,,,,,,1,,,,,,,,,41,1935.32663,6568.422392,26,2763.550909,6079.266829,5,345.9960868,315.0967616,4833,15.73882114,332.7609735,,,,,,,,,,,,,,,,,,,,,,,,,,,
