Machine,Date,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd
M066_A1,2015/5/21,,,,1,,,,,,,,,,,,,,,6101,26.50187808,420.917841,,,,6,28800.48434,10296.84459,4,39204.00849,34173.87955,1,,,2,27200.89977,0,,,,,,,31,4800.093996,11519.93814,34,4049.761053,7004.8721,14,588.9300812,1774.165715,4140,38.45291092,618.5294013,,,,,,,11,9884.205616,9506.149136,,,,,,,,,,,,,,,,,,
M066_A1,2015/5/22,,,,1,,,,,,,,,,,,,,,6311,25.37166701,380.6008867,,,,13,12775.37483,13865.60413,11,12078.17915,15772.21838,1,,,2,27200.89977,0,,,,,,,71,2190.069952,7382.228596,79,2007.092628,4533.83221,14,588.9300812,1774.165715,5068,34.00389145,141.8324696,,,,,,,17,9784.576486,9778.966046,,,,,,,,,,,,,,,,,,
M066_A1,2015/5/23,,,,,,,,,,,,,,,,,,,5244,30.4096935,421.3945775,,,,13,13267.90846,17789.77489,12,8349.221824,14933.50411,1,,,,,,,,,,,,84,1918.256583,7067.421729,94,1641.399326,4546.844329,,,,3577,47.49020528,438.847378,,,,,,,9,9321.633793,8332.137883,,,,,,,,,,,,,,,,,,
M066_A1,2015/5/24,,,,,,,,,,,,,,,,,,,4725,36.45721739,449.2513758,,,,7,16620.03556,14249.9073,13,11916.46421,22080.26355,,,,,,,,,,,,,53,2220.904688,5102.184513,125,1368.741417,4000.842989,,,,3025,56.50192621,487.2224783,,,,,,,8,20604.10058,37713.60767,,,,,,,,,,,,,,,,,,
M066_A1,2015/5/25,,,,,,,,,,,,,,,,1,,,4332,37.7967162,395.9636021,,,,10,14844.07359,14573.20436,33,3920.981569,6591.504409,,,,2,8.830428,0,,,,,,,63,2180.937382,5734.789259,208,702.5949818,1858.171542,,,,1924,88.09777317,570.0247863,,,,,,,17,8043.234385,8989.592086,,,,,,,,,,,,,,,,,,
M066_A1,2015/5/26,,,,3,6396.011831,6353.725844,,,,,,,,,,1,,,5179,33.32406835,318.9227926,,,,12,15273.42784,14982.19364,63,2430.264748,5576.916842,,,,2,8.830428,0,,,,7,4123.924897,2200.706495,60,2847.594971,7716.303885,289,599.1389766,2099.1382,,,,1979,79.48264576,809.2089821,,,,,,,10,6551.409896,4598.378462,,,,,,,,,,,,,,,,,,
M066_A1,2015/5/27,17,3221.41952,10070.40386,3,6396.011831,6353.725844,,,,,,,,,,1,,,5338,31.90634362,223.555225,,,,15,11995.41167,13136.00436,86,1968.907192,4120.358257,1,,,,,,1,,,12,11305.78646,10577.62429,60,2846.375588,7253.606623,392,440.7336888,1541.331913,,,,1390,103.8974311,1105.027885,,,,,,,,,,1,,,,,,,,,,,,,,,,,
M066_A1,2015/5/28,17,3221.41952,10070.40386,,,,,,,,,,,,,1,,,4897,34.3507337,268.3600647,,,,10,10643.77581,12317.2387,74,2114.196704,3299.825664,1,,,,,,1,,,5,19974.41891,11410.4497,47,2555.414087,5612.854095,426,378.3822848,1107.948734,,,,96,1465.93281,5669.213255,,,,,,,,,,1,,,,,,,,,,,,,,,,,
M066_A1,2015/5/29,,,,1,,,,,,,,,,,,,,,5729,29.0910841,265.8271352,,,,5,34343.22909,28718.19707,28,3530.150564,5408.457972,,,,,,,2,368.155128,0,5,14050.34206,11556.01089,28,5623.513604,13062.98077,218,767.8973835,2190.766028,,,,1762,73.41283297,970.5218003,,,,,,,9,6825.875077,5173.439779,,,,,,,,,,,,,,,,,,
M066_A1,2015/5/30,,,,1,,,,,,,,,,,,,,,5988,28.64462163,280.0550516,,,,23,6068.042833,8998.515586,61,2718.460064,11443.47999,1,,,,,,4,24737.54016,21720.97961,11,13086.16166,17475.68453,71,2184.217267,5588.692316,356,476.2167549,1674.16505,1,,,1788,93.43892639,1275.096538,,,,,,,14,12393.56499,13554.15643,,,,,,,,,,,,,,,,,,
M066_A1,2015/5/31,,,,,,,,,,,,,,,,,,,3761,42.82999603,930.0079857,,,,20,3933.398768,7273.920195,60,1264.42202,2513.798443,1,,,,,,2,20726.51602,0,6,3379.395987,3129.24916,57,1334.553119,3655.364824,342,354.5247793,2451.07961,1,,,44,3842.764795,13413.99013,,,,,,,6,13866.1822,12491.03061,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/1,9,1031.603953,2539.526847,,,,,,,,,,,,,1,,,3093,55.45284102,1075.480662,,,,15,11879.04788,24148.79195,19,4033.558779,14256.23249,1,,,,,,,,,7,12675.02705,7253.193292,62,2798.346302,12576.23366,85,2018.733996,7727.340399,2,0.303133,0,32,4679.413291,14611.25775,,,,,,,3,49519.09052,49178.514,7,68.08893667,42.10002808,,,,,,,,,,,,,,,
M066_A1,2015/6/2,11,9723.023484,26506.18827,6,53.6318378,91.03638577,,,,,,,,,,1,,,6087,27.14629449,347.4439364,,,,25,6736.381197,13306.95897,39,3433.439388,10267.44553,5,36786.78522,63430.8073,7,188.5336953,111.3571805,,,,7,12675.02705,7253.193292,96,1707.784162,6022.511165,231,734.6812597,2884.260841,68,289.8191039,1490.674104,1402,104.4292104,1046.047923,3,36.5021295,7.7175615,,,,7,26519.65471,28956.53034,7,68.08893667,42.10002808,,,,,,,,,,,,,,,
M066_A1,2015/6/3,2,33.355157,0,6,53.6318378,91.03638577,,,,,,,,,,,,,7606,22.65115852,305.8664504,,,,25,6960.693747,14019.43271,45,3758.457549,9077.902662,4,165.016685,85.81253855,8,4359.711533,10217.77746,,,,,,,137,1249.812491,5132.141517,306,562.1004377,1722.368343,66,158.7755028,1038.578023,4361,37.44631931,297.1060727,3,36.5021295,7.7175615,,,,26,6769.467868,11345.09932,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/4,6,8960.700769,15780.161,,,,,,,,,,,,,2,17136.30073,0,6758,25.2343425,285.5032651,,,,38,3812.053831,8363.286632,41,3424.597763,7979.873124,,,,2,66053.85351,0,,,,,,,179,803.4514142,3429.005871,302,520.0600459,1375.163255,22,80.70187286,102.17501,3108,54.38238592,767.9172076,,,,,,,32,4939.737729,5139.24523,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/5,12,14816.02491,23164.35664,,,,,,,,,,,,,6,19043.29982,9231.845383,5250,31.76221533,334.0676433,,,,33,5110.126256,9395.565186,43,3863.464437,9141.02584,,,,2,94288.76215,0,1,,,5,18883.85753,23711.54831,107,1545.149888,5214.204149,330,498.9514643,1768.263652,22,80.70187286,102.17501,357,313.5613873,1270.777311,12,1555.163166,3268.532381,,,,25,5354.554017,4875.524629,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/6,7,18291.1943,25709.38749,,,,,,,,,,,,,4,15031.90584,7743.122239,5699,29.96242971,288.3120958,,,,14,11957.69014,15735.75347,56,2987.767769,7114.723636,1,,,1,,,7,25419.88374,50746.09448,17,10278.03993,17475.24454,62,2693.78846,7407.040085,407,420.5071982,1378.616171,1,,,231,663.9310315,3859.905267,12,1555.163166,3268.532381,,,,29,5552.78415,9700.152629,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/7,1,,,1,,,,,,,,,,,,,,,5753,29.50880893,211.7641861,,,,16,8244.362061,11694.79378,32,3941.531085,5918.391101,46,2475.326464,15785.16218,1,,,6,2743.59651,2217.050264,19,5166.458503,9717.449819,93,1565.832468,4226.282435,280,608.3679909,1456.710518,1,,,2500,58.98228543,1494.175779,,,,,,,15,3360.453369,4973.467933,1,,,,,,,,,,,,,,,,,
M066_A1,2015/6/8,2,18537.59913,0,1,,,,,,,,,,,,1,,,9363,18.14333627,216.8488665,,,,26,4341.908405,5535.877036,14,11941.7143,14056.60599,45,95.71237148,137.784635,12,11886.54541,25971.81597,,,,7,4870.840604,5469.024747,162,990.5357982,3261.342455,113,1516.208736,2785.432406,2,7706.674284,0,2593,47.33187516,1263.479284,,,,,,,,,,1,,,,,,,,,,,,,,,,,
M066_A1,2015/6/9,2,18537.59913,0,,,,,,,,,,,,,2,86662.22766,0,8950,19.09927226,408.1471882,,,,24,6990.525831,20186.57522,13,12912.89371,22409.09203,1,,,16,9357.869066,14433.00375,,,,,,,186,915.086395,4447.448885,72,2366.895685,5309.323724,3,54463.47291,46756.79863,433,289.0048368,2785.968886,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/10,,,,,,,,,,,,,,,,2,121361.5899,0,4397,38.06078498,702.451967,,,,12,8392.136754,13202.42185,4,14687.7016,5573.650371,1,,,5,17463.61741,17752.70908,1,,,1,,,107,1385.392364,6538.710793,32,5132.441045,8279.481261,1,,,341,473.525691,3224.53493,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/11,1,,,,,,,,,,,,,,,2,118063.5083,0,4845,35.12193672,489.0383479,,,,8,22029.84746,17743.19656,6,28061.84698,43607.02895,,,,,,,2,524.334443,0,24,3402.238379,6088.009648,41,4203.967112,11176.11111,108,1557.956644,3746.193612,,,,816,187.6400617,1806.637209,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/12,2,95786.6029,0,,,,,,,,,,,,,1,,,4254,40.54525825,289.653926,,,,8,13652.83584,10011.87092,18,6932.67733,13477.24975,,,,,,,3,85466.8735,51696.98528,32,3965.639175,7574.900174,30,4207.102307,8177.073776,190,840.6060245,2817.508217,,,,811,186.6803792,3110.98877,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/13,1,,,,,,,,,,,,,,,,,,4389,39.32849251,289.067184,,,,13,10450.65016,15401.6481,30,5830.002169,10959.09641,,,,,,,11,10682.14015,16567.56462,12,11937.0291,16473.13709,49,2638.410026,6814.993392,222,775.6543118,2806.968472,2,0.308007,0,91,1188.51255,3800.598282,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/14,,,,1,,,,,,,,,,,,1,,,4435,37.75053732,330.6113001,,,,12,12481.0953,17000.70361,20,6258.98918,9669.028047,,,,1,,,9,8072.802782,16402.86235,5,39332.57869,44381.5704,45,3180.249435,9768.270364,170,926.8734005,2491.12414,2,0.308007,0,263,633.2053403,1774.69073,,,,,,,,,,,,,,,,,,,,,,,,,,,
